VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
LILLE;59;59350;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE - HÔPITAL ROGER SALENGRO - MEDECINE NUCLEAIRE - IMAGERIE FONCTIONNELLE;;;DGD - Déchets gérés en décroissance;VTC;DGD;100;;-;18F,123I,131I,99mTc,90Y,177Lu
VALENCIENNES;59;59606;CENTRE HOSPITALIER DE VALENCIENNES - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,123I,99mTc
CREIL;60;60175;CIRIOS - MEDECINE NUCLEAIRE CREIL;;;DGD - Déchets gérés en décroissance;VTC;DGD;1;;-;18F,111In,123I,201Tl,99mTc
BEAUVAIS;60;60057;CENTRE HOSPITALIER DE BEAUVAIS - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2,6;;-;111In,123I,201Tl,99mTc
ARRAS;62;62041;ESPACE ARTOIS SANTE ARRAS - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;4,451;;-;18F,67Ga,111In,123I,201Tl,99mTc
BOULOGNE-SUR-MER;62;62160;CENTRE HOSPITALIER DE BOULOGNE-SUR-MER - HÔPITAL DOCTEUR DUCHENNE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,11;;-;18F,67Ga,123I,131I,201Tl,99mTc
BETHUNE;62;62119;CENTRE HOSPITALIER GERMON ET GAUTHIER DE BETHUNE-BEUVRY - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,14;;-;67Ga,111In,123I,131I,153Sm,99mTc
BERCK;62;62108;INSTITUT CALOT - FONDATION HOPALE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;67Ga,99mTc
BOIS-BERNARD;62;62148;SOCIETE D'IMAGERIE MEDICALE DE BOIS BERNARD (SIMBB) - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1;;-;18F,67Ga,111In,123I,201Tl,99mTc
CLERMONT-FERRAND;63;63113;CENTRE JEAN PERRIN - CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5;;-;18F,123I,125I,131I,99mTc,177Lu
BAYONNE;64;64102;CENTRE HOSPITALIER DE LA COTE BASQUE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,51Cr,123I,131I,99mTc
PAU;64;64445;CENTRE HOSPITALIER FRANCOIS MITTERRAND - MEDECINE NUCLEAIRE - BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;44,3;;-;18F,67Ga,123I,131I,201Tl,99mTc
PERPIGNAN;66;66136;CENTRE HOSPITALIER DE PERPIGNAN - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,6;;-;18F,111In,123I,201Tl,99mTc,90Y
HAGUENAU;67;67180;CENTRE HOSPITALIER DE HAGUENAU - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,67Ga,111In,123I,201Tl,99mTc
MULHOUSE;68;68224;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD-ALSACE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;99Mo,111In,123I,131I,201Tl,99mTc
MULHOUSE;68;68224;FONDATION DE LA MAISON DU DIACONAT - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;4;;-;99Mo,111In,123I,131I,201Tl,99mTc
COLMAR;68;68066;HÔPITAUX CIVILS DE COLMAR - HÔPITAL LOUIS PASTEUR - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;20;;-;89Sr,111In,131I,99mTc
BRON;69;69029;GROUPEMENT HOSPITALIER EST - CENTRE DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;58,51;;-;18F,123I,131I,201Tl,99mTc,177Lu
BRON;69;69029;GROUPEMENT HOSPITALIER EST - SERVICE HORMONOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5,068;;-;32P,125I
PIERRE-BENITE;69;69152;CENTRE HOSPITALIER LYON SUD - MEDECINE NUCLEAIRE - RADIOPHARMACIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,2;;-;18F,68Ga,111In,99mTc,90Y
VILLEURBANNE;69;69266;SERVICE AUTONOME DE MEDECINE NUCLEAIRE DE LA DOUA (SELARL) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,8;;-;18F,201Tl,99mTc
MACON;71;71270;CENTRE DE MEDECINE NUCLEAIRE DU PARC - MEDECINE NUCLEAIRE MACON;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;;-;123I,131I,201Tl,99mTc
LE CREUSOT;71;71153;SELARL NUCLEARIS - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;67Ga,111In,123I,131I,201Tl,99mTc
LE MANS;72;72181;CENTRE HOSPITALIER DU MANS - DIRECTION DES OPERATIONS ET DES PARCOURS;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,123I,131I,201Tl,99mTc
LE MANS;72;72181;ILC CENTRE JEAN BERNARD - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;11;;-;99Mo,111In,123I,131I,201Tl,99mTc
CHAMBERY;73;73065;CENTRE HOSPITALIER METROPOLE SAVOIE - MEDECINE NUCLEAIRE - RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,111In,123I,131I,153Sm,99mTc
EPAGNY METZ-TESSY;74;74112;CENTRE D'IMAGERIE NUCLEAIRE D'ANNECY - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,5;;-;18F,111In,123I,201Tl,99mTc
BONNEVILLE;74;16051;CENTRE HOSPITALIER ALPES LEMAN - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;4;;-;18F,123I,131I,153Sm,99mTc
PARIS 18;75;75118;CHU - GROUPE HOSPITALIER BICHAT-CLAUDE BERNARD (AP-HP) - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2,3;;-;111In,123I,125I,131I,201Tl,99mTc
PARIS 12;75;75112;CHU - HÔPITAL D'ENFANTS ARMAND TROUSSEAU (AP-HP) - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;27,43;;-;111In,123I,99mTc
PARIS 15;75;75115;CHU - HÔPITAL EUROPEEN GEORGES POMPIDOU (AP-HP) - SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;20;;-;18F,68Ga,125I,99mTc
PARIS 12;75;75112;CHU - HÔPITAL SAINT-ANTOINE (AP-HP) - LABORATOIRE RHIDOMAT;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;;-;125I
PARIS 10;75;75110;CHU - HÔPITAL SAINT-LOUIS (AP-HP) - SOUTE A DECHETS;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,9;;-;111In,125I,99mTc
PARIS 20;75;75120;CHU- HÔPITAL TENON (AP-HP) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;4;;-;18F,68Ga,123I,99mTc,177Lu
PARIS 14;75;75114;CHU - HOPITAL COCHIN - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;4;;-;18F,68Ga,123I,131I,99mTc,177Lu
PARIS 10;75;75110;GROUPE HOSPITALIER LARIBOISIERE-FERNAND WIDAL / HÔPITAL LARIBOISIERE (AP-HP) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,51;;-;111In,123I,169Er,201Tl,99mTc,90Y
PARIS 10;75;75110;GROUPE HOSPITALIER LARIBOISIERE-FERNAND WIDAL / HÔPITAL LARIBOISIERE (AP-HP) - BIOCHIMIE - BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,7;;-;125I
PARIS 05;75;75105;INSTITUT CURIE - HOPITAL - SERVICE DE RADIOTHERAPIE ET SERVICE DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;192Ir,18F,123I,125I,99mTc
ROUEN;76;76540;CENTRE D'IMAGERIE SCINTIGRAPHIQUE ROUENNAIS (CISR) - CLINIQUE DE L'EUROPE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3,012;;-;201Tl,99mTc
ROUEN;76;76540;CHU DE ROUEN - HÔPITAL CHARLES NICOLLE - LABORATOIRE DE RADIOANALYSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,9;;-;125I
MONTIVILLIERS;76;76447;SELARL CENTRE HAVRAIS D'IMAGERIE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;6,6;;-;123I,99mTc
MEAUX;77;77284;CENTRE DE MEDECINE NUCLEAIRE (CMN) - MEDECINE NUCLEAIRE MEAUX;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;18F,123I,201Tl,99mTc
MELUN;77;77288;CENTRE DE MEDECINE NUCLEAIRE (CMN) - POLYCLINIQUE SAINT-JEAN  -  SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;18,2;;-;18F,123I,201Tl,99mTc
LE CHESNAY-ROCQUENCOURT;78;78158;CENTRE HOSPITALIER DE VERSAILLES - HÔPITAL ANDRE MIGNOT - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - THERAPEUTIQUE;;;DGD - Déchets gérés en décroissance;VTC;DGD;13;;-;18F,111In,123I,131I,201Tl,99mTc
NIORT;79;79191;CENTRE SCINTIGRAPHIQUE DES DEUX-SEVRES (CS2S) - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,7;;-;67Ga,111In,123I,99mTc
AMIENS;80;80021;CHU AMIENS PICARDIE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;12;;-;18F,111In,123I,125I,131I,99mTc
ALBI;81;81004;CENTRE HOSPITALIER D'ALBI - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,2;;-;18F,111In,123I,131I,201Tl,99mTc
CASTRES;81;2142;HOPITAL DU PAYS D'AUTAN - SERVICE HYGIENE ET SECURITE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,06;;-;99mTc
ALBI;81;81004;CENTRE MEDICO-CHIRURGICAL CLAUDE BERNARD - SERVICE RADIOTHERAPIE - CURIETHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,001;;-;125I
MONTAUBAN;82;82121;Clinique du Pont de Chaume - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5,2;;-;111In,123I,201Tl,99mTc
TOULON;83;83137;CENTRE HOSPITALIER INTERCOMMUNAL TOULON - LA-SEYNE-SUR-MER - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;35;;-;18F,111In,123I,131I,99mTc,90Y
LA ROCHE-SUR-YON;85;85191;CENTRE HOSPITALIER DÉPARTEMENTAL (DE VENDEE) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2,2;;-;18F,111In,123I,131I,99mTc,90Y
POITIERS;86;86194;CHU DE POITIERS - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;11;;-;111In,123I,131I,99mTc,90Y,177Lu
LIMOGES;87;87085;CHU - HÔPITAL DUPUYTREN - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;20;;-;68Ge,18F,123I,131I,99mTc,90Y
EPINAL;88;88160;CLINIQUE LA LIGNE BLEUE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,3;;-;18F,131I,99mTc
CORBEIL-ESSONNES;91;91174;CENTRE HOSPITALIER SUD FRANCILIEN - SITE DE CORBEIL - SERVICE DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,82;;-;67Ga,111In,123I,131I,201Tl,99mTc
NEUILLY-SUR-SEINE;92;92051;AMERICAN HOSPITAL OF PARIS - HÔPITAL AMERICAIN DE PARIS - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;18F,68Ga,123I,131I,201Tl,99mTc
LE PLESSIS-ROBINSON;92;92060;HOPITAL MARIE LANNELONGUE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;17;;-;18F,99mTc
SAINT-CLOUD;92;92064;CIMEN - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,1;;-;67Ga,111In,123I,201Tl,99mTc
SURESNES;92;92073;CENTRE HOSPITALIER - HÔPITAL FOCH - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5;;-;18F,68Ga,111In,123I,201Tl,99mTc
CLAMART;92;92023;CHU - HÔPITAL ANTOINE BÉCLÈRE (AP-HP) - MEDECINE NUCLEAIRE ET BIOPHYSIQUE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;67Ga,111In,123I,131I,201Tl,99mTc
CLICHY;92;92024;CHU - HÔPITAL BEAUJON (AP-HP) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;10,933;;-;99Tc,18F,68Ga,111In,90Y,177Lu
ANTONY;92;92002;HÔPITAL PRIVE D'ANTONY - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;;-;18F,68Ga,123I,201Tl,99mTc
SAINT-DENIS;93;11339;CENTRE CARDIOLOGIQUE DU NORD - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;18F,123I,201Tl,99mTc
MONTFERMEIL;93;93047;GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY - MONTFERMEIL - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;111In,123I,131I,201Tl,99mTc
BOBIGNY;93;93008;CHU - HÔPITAL AVICENNE (AP-HP) - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE METABOLIQUE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,721;;-;18F,111In,123I,125I,201Tl,99mTc
AUBERVILLIERS;93;93001;HÔPITAL EUROPÉEN DE PARIS - GROUPE VILLA MARIA - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;123I,201Tl,99mTc
CRETEIL;94;94028;CHU - HÔPITAL HENRI MONDOR (AP-HP) - MEDECINE NUCLEAIRE/ SCINTIGRAPHIE et RADIOTHERAPIE METABOLIQUE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3,5;;-;18F,111In,123I,131I,201Tl,99mTc
LE KREMLIN-BICETRE;94;94043;CHU DE BICETRE - HOPITAL BICETRE (AP-HP) - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - EXPLORATIONS FONCTIONNELLES ISOTOPIQUES;;;DGD - Déchets gérés en décroissance;VTC;DGD;6;;-;67Ga,111In,123I,131I,201Tl,99mTc
LE KREMLIN-BICETRE;94;94043;CHU DE BICETRE - HOPITAL BICETRE (AP-HP) - LABORATOIRE D'ANALYSES BIOLOGIQUES ISOTOPIQUES / HORMONOLOGIE - BIOLOGIE MOLECULAIRE - PHARMACOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,8;;-;125I
IVRY-SUR-SEINE;94;94041;EUROFINS BIOMNIS - RIA;;;DGD - Déchets gérés en décroissance;VTC;DGD;10;;-;125I
SAINT-OUEN-L'AUMONE;95;95572;LABORATOIRE CERBA - BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;40;;-;125I
PONTOISE;95;95500;CENTRE HOSPITALIER RENÉ DUBOS - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;18F,67Ga,111In,123I,131I,99mTc
SARCELLES;95;95585;HÔPITAL PRIVE NORD PARISIEN - (EX. CLINIQUE ALEXIS CARREL) - HOSPITALISATION;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,03;;-;201Tl,99mTc
SARCELLES;95;95585;SCINTIGRAPHIE PARIS NORD - CENTRE DE MEDECINE NUCLEAIRE - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;123I,201Tl,99mTc
SARCELLES;95;95585;TEP PARIS NORD - CENTRE DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,21;;-;18F
MONACO;98;99138;CENTRE HOSPITALIER PRINCESSE GRACE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,1;;-;68Ge,18F,123I,131I,99mTc,177Lu
POINTE-A-PITRE;971;97120;CHU DE POINTE A PITRE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2,4;;-;67Ga,111In,131I,201Tl,99mTc
FORT-DE-FRANCE;972;97209;CHU DE MARTINIQUE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;160;;-;67Ga,111In,131I,153Sm,201Tl,99mTc
FORT-DE-FRANCE;972;97209;CHU DE MARTINIQUE - HOPITAL CLARAC  -  RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;125I
CLERMONT-FERRAND;63;63113;UFR MEDECINE PHARMACIE - UMR6293 GENETIQUE, REPRODUCTION ET DEVELOPPEMENT;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,05;;-;32P,35S
SAINT-GENES-CHAMPANELLE;63;63345;INRAE - CENTRE AUVERGNE RHONE-ALPES - UMR1213 HERBIVORES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,3;;-;125I
BORDEAUX;33;33063;INSTITUT DE BIOCHIMIE ET DE GENETIQUE CELLULAIRE - UMR 5095;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;32P,35S
STRASBOURG;67;67482;UNIVERSITE DE STRASBOURG - CNRS - UMR 7156 - GENETIQUE MOLECULAIRE, GENOMIQUE ET MICROBIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,03;;-;32P,35S
BORDEAUX;33;33063;UNIVERSITE DE BORDEAUX - INSERM U1212 LABORATOIRE ARNA (ARN RÉGULATIONS NATURELLES ET ARTIFICIELLES);;;DGD - Déchets gérés en décroissance;VTC;DGD;1,5;;-;32P,35S
STRASBOURG;67;67482;HOPITAUX UNIVERSITAIRES DE STRASBOURG - HOPITAL CIVIL - UF2061 - UNITE DE MEDECINE NUCLEAIRE NHC;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;123I,201Tl,99mTc
CAEN;14;14118;GIP CYCERON - PLATEFORME D'IMAGERIE BIOMEDICALE;;;DGD - Déchets gérés en décroissance;VTC;DGD;10;;-;11C,15O,18F,68Ga,64Cu
RENNES;35;35238;CURIUM PET FRANCE - PRODUCTION RADIOPHARMACEUTIQUE (RENNES);;;DGD - Déchets gérés en décroissance;VTC;DGD;1;;-;18F
DIJON;21;21231;CENTRE DE MEDECINE NUCLEAIRE DU PARC - MEDECINE NUCLEAIRE DIJON;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,2;;-;111In,123I,131I,201Tl,99mTc
SAINT-GREGOIRE;35;35278;CENTRE HOSPITALIER PRIVE SAINT GREGOIRE (EX. CLINIQUE SAINT-VINCENT) - CENTRE D'EXPLORATIONS ISOTOPIQUES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;18F,201Tl,99mTc
SAINT-GILLES;35;30258;INRAE - CENTRE DE RECHERCHE DE RENNES - UMR PEGASE (PHYSIOLOGIE, ENVIRONNEMENT ET GENETIQUE POUR L'ANIMAL ET LES SYSTEMES D'ELEVAGE);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,775;;-;125I
RENNES;35;35238;UNIVERSITE DE RENNES I - INSERM UMR U1085;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,64;;-;125I
CAEN;14;14118;CHU DE CAEN - LABORATOIRE DE RADIO-IMMUNOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,2;;-;125I
TOURS;37;37261;UFR MEDECINE - LAB. DE BIOPHYSIQUE -INSERM U 1253 - BAT J;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,3;;-;18F
NOUZILLY;37;37175;INRAE - CENTRE DE RECHERCHE DE TOURS - UMR PCR (PHYSIOLOGIE DE LA REPRODUCTION ET DES COMPORTEMENTS);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,35;;-;35S,125I
ORLEANS;45;45234;CNRS - ORLEANS - IRAMAT (CENTRE DE RECHERCHE SUR LES ARCHEOMATERIAUX);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,001;;-;46Sc
ORLEANS;45;45234;CNRS - ORLEANS - TAAM (TYPAGE ET ARCHIVAGE D'ANIMAUX MODELES) UAR44;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,6;;-;111In,99mTc
TROYES;10;10387;CENTRE HOSPITALIER DE TROYES - MEDECINE NUCLEAIRE  ET RADIOTHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5;;-;18F,111In,123I,131I,99mTc,90Y
REIMS;51;51454;INSTITUT GODINOT - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;56,86;;-;18F,111In,123I,131I,201Tl,99mTc
BESANCON;25;25056;CHU JEAN MINJOZ - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;111In,123I,125I,131I,99mTc,177Lu
BRIVE-LA-GAILLARDE;19;19031;SCP - CENTRE DE MEDECINE NUCLEAIRE LES CEDRES - EXPLORATIONS FONCTIONNELLES RADIO-ISOTOPIQUES - SCINTIGRAPHIES;;;DGD - Déchets gérés en décroissance;VTC;DGD;6;;-;123I,131I,99mTc
POITIERS;86;86194;SCINTIGRAPHIE DU CENTRE D'IMAGERIE DU POITOU (SCIP) - SCINTIGRAPHIE, IMAGERIE MOLECULAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;201Tl,99mTc
ROUEN;76;76540;CENTRE HENRI -BECQUEREL - DEPT DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;10;;-;18F,123I,131I,99mTc,90Y,177Lu
LILLE;59;59350;INSTITUT DE BIOLOGIE DE LILLE - CANTHER - CNRS UMR 9020- INSERM UMR 1277;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,38;;-;32P,33P,35S
ROUBAIX;59;59512;GIE NORD EST IMAGERIE - HOPITAL VICTOR PROVO - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3,82;;-;67Ga,111In,123I,131I,201Tl,99mTc
DUNKERQUE;59;59183;CENTRE DE MEDECINE NUCLEAIRE / NUCLERIDIS - ACTIVITES MEDICALES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,6;;-;67Ga,111In,123I,99mTc
ROUEN;76;76540;CENTRE HENRI -BECQUEREL - LABORATOIRE DE BIOCHIMIE - RADIO-IMMUNO-ANALYSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,09;;-;125I
LILLE;59;59350;CENTRE OSCAR LAMBRET - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;18,2;;-;186Re,51Cr,123I,131I,153Sm,99mTc
NANTES;44;44109;HOPITAL PRIVE DU CONFLUENT - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;6,9;;-;99Mo,111In,123I,201Tl,99mTc
SAINT-HERBLAIN;44;44162;INSTITUT DE CANCEROLOGIE DE L'OUEST - SITE DE NANTES;;;DGD - Déchets gérés en décroissance;VTC;DGD;55;;-;18F,68Ga,123I,131I,99mTc,177Lu
ANGERS;49;49007;INSTITUT DE CANCEROLOGIE DE L'OUEST - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;6;;-;131I,177Lu
NANTES;44;44109;CHU DE NANTES - HOTEL DIEU - LABORATOIRE DE RADIO-IMMUNO-ANALYSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1;;-;125I
THIONVILLE;57;57672;CENTRE HOSPITALIER REGIONAL DE METZ-THIONVILLE - HOPITAL DE BEL AIR - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,3;;-;111In,123I,131I,201Tl,99mTc
EPINAL;88;88160;CENTRE HOSPITALIER EMILE DURKHEIM - SERVICES DE SOINS;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;131I,99mTc
MONTPELLIER;34;34172;CIRAD MONTPELLIER - UMR AGAP;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,0005;;-;32P
MONTPELLIER;34;34172;INRAE - CENTRE DE RECHERCHE DE MONTPELLIER - UMR BIOCHIMIE ET PHYSIOLOGIE MOLECULAIRE DES PLANTES (BPMP);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,01;;-;32P
MONTPELLIER;34;34172;UNIVERSITE DE MONTPELLIER I - IBMM - UMR CNRS 5247 RECHERCHE PHARMACOLOGIE CELLULAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,025;;-;125I
MONTPELLIER;34;34172;CNRS - MONTPELLIER - CNRS - UMR 5535 INSTITUT DE GENETIQUE MOLECULAIRE DE MONTPELLIER;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;;-;33P,35S
MONTPELLIER;34;34172;CNRS - MONTPELLIER - CNRS - UMR 5203 - INSTITUT DE GENOMIQUE FONCTIONNELLE (IGF);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,355;;-;35S,125I
MARSEILLE;13;13055;HÔPITAL PRIVE CLAIRVAL - S.A. IMAGERIE MEDICALE DE CLAIRVAL - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;6;;-;18F,67Ga,111In,123I,201Tl,99mTc
NICE;6;6088;CENTRE ANTOINE LACASSAGNE - UNITE DE MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5;;-;99Mo,111In,131I,99mTc,177Lu
